male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,right2012,right2016
1,46,10,0,5,0,0,0,0,0.75,1,1,1
1,27,12,0,5,1,NA,0,0,0.5,1,0,NA
0,37,11,0,9,1,1,0,0,0.5,1,0,0
0,49,9,1,3,1,NA,0,0,0,0,0,NA
1,19,10,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,67,11,0,8,1,1,1,0,0,1,0,0
1,39,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,59,13,0,8,0,NA,0,1,1,1,1,NA
1,60,14,0,6,NA,NA,1,0,0.75,1,NA,NA
1,57,12,0,3,1,1,0,0,0.5,1,0,0
1,47,13,0,6,1,1,1,0,0.5,0.5,0,0
1,31,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,23,10,0,9,0,0,0,0,0.75,0,1,1
1,71,10,0,5,NA,NA,1,0,0.5,1,NA,NA
1,68,9,0,3,NA,NA,1,0,0.25,0.5,NA,NA
0,49,13,0,10,NA,NA,1,0,0.5,1,NA,NA
1,61,10,0,2,0,1,0,0,0.5,1,1,0
1,72,10,0,10,0,0,0,0,0,0.5,1,1
0,41,10,0,5,NA,NA,1,0,1,1,NA,NA
0,23,13,0,6,1,NA,0,0,0.5,1,0,NA
0,57,10,0,5,1,1,0,0,0.5,0.5,0,0
0,84,10,0,1,1,NA,1,0,0.75,1,0,NA
0,54,13,0,5,1,NA,0,0,0.75,1,0,NA
1,58,10,0,4,1,0,0,1,0.25,0.5,0,1
0,38,10,0,3,NA,1,0,0,0.25,0.5,NA,0
0,71,14,0,1,1,1,0,0,0.25,0.5,0,0
1,57,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,63,10,0,10,0,0,0,0,1,1,1,1
0,29,9,0,5,NA,NA,1,0,0.5,1,NA,NA
0,73,9,0,6,NA,NA,1,0,0.5,1,NA,NA
0,25,12,0,6,NA,0,0,0,1,0.5,NA,1
0,70,14,0,2,1,NA,0,0,0.25,1,0,NA
0,NA,10,0,10,NA,NA,1,0,0.75,1,NA,NA
1,NA,10,0,NA,1,NA,0,0,0.5,1,0,NA
0,68,10,0,3,1,1,0,0,0.75,0.5,0,0
1,70,14,0,8,0,0,0,0,0.5,1,1,1
1,34,13,0,5,NA,1,0,0,0.5,0,NA,0
1,35,13,0,6,0,0,0,0,1,1,1,1
0,90,10,0,7,0,0,0,0,0.5,0,1,1
0,49,9,1,8,0,NA,1,0,1,1,1,NA
0,53,13,0,8,0,0,1,0,1,0.5,1,1
0,58,10,0,8,0,0,0,0,0.5,1,1,1
0,39,10,0,9,1,1,0,0,0.75,0.5,0,0
1,64,13,0,6,0,0,1,0,0.75,1,1,1
0,66,13,0,5,0,0,0,0,0.75,0.5,1,1
0,51,12,0,6,NA,NA,0,0,0.75,0.5,NA,NA
1,27,9,0,6,0,0,0,0,0.25,0.5,1,1
0,62,14,0,7,0,0,0,0,1,1,1,1
0,46,10,0,5,1,1,0,0,1,1,0,0
0,81,11,0,5,1,1,0,0,0.5,1,0,0
1,72,13,0,8,0,0,0,0,0.75,1,1,1
0,65,9,0,8,0,0,0,1,1,0.5,1,1
0,37,9,0,6,NA,NA,0,0,1,1,NA,NA
1,78,10,0,7,1,1,0,0,0.5,1,0,0
0,35,5,0,8,1,1,0,0,0.5,0.5,0,0
0,72,13,0,2,1,1,0,0,0.5,1,0,0
0,81,6,0,9,0,NA,0,0,0,1,1,NA
1,70,9,0,9,0,0,1,0,1,1,1,1
0,65,9,0,9,NA,NA,0,0,0.5,1,NA,NA
0,82,9,0,5,1,NA,0,0,1,1,0,NA
1,36,16,0,6,0,0,0,0,0.5,0,1,1
1,30,10,0,6,NA,NA,0,0,0.75,0.5,NA,NA
0,79,12,0,0,1,1,0,0,0.5,1,0,0
0,27,9,0,5,NA,NA,0,0,0.5,0,NA,NA
1,35,11,0,3,1,1,0,0,0,1,0,0
1,74,15,0,8,0,0,0,0,0.75,0,1,1
1,52,13,0,9,0,0,1,0,0.5,0.5,1,1
0,71,11,0,5,0,0,0,0,0.5,0.5,1,1
1,28,13,0,5,1,NA,0,0,1,0.5,0,NA
0,58,10,0,2,1,1,0,0,0.5,1,0,0
0,78,10,0,5,1,1,1,0,0.5,0.5,0,0
0,76,14,0,2,1,1,0,0,0.5,0.5,0,0
1,60,6,1,5,NA,1,0,0,0.75,1,NA,0
1,24,10,0,NA,NA,NA,0,0,0.75,0.5,NA,NA
0,57,14,0,4,1,1,0,0,0.75,0.5,0,0
0,42,12,1,10,NA,NA,1,0,0.5,1,NA,NA
0,46,14,0,5,0,0,1,0,1,1,1,1
0,51,13,0,7,0,0,1,0,1,0.5,1,1
0,58,10,0,NA,1,NA,0,0,0.25,1,0,NA
0,32,14,0,8,0,0,0,0,1,1,1,1
0,61,12,0,5,0,NA,0,0,0.75,1,1,NA
0,32,13,0,7,0,NA,0,0,1,0.5,1,NA
1,NA,16,0,5,1,1,0,0,0.5,1,0,0
0,79,9,0,5,1,0,0,0,0.75,1,0,1
1,59,9,0,7,NA,0,0,0,1,1,NA,1
1,20,12,0,5,NA,1,0,0,0.5,0.5,NA,0
0,68,13,0,6,0,NA,0,0,0.5,1,1,NA
0,62,9,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,57,11,0,10,0,0,0,0,0.5,1,1,1
0,34,9,0,10,1,1,0,0,0.5,1,0,0
1,46,11,0,8,0,0,0,0,1,0.5,1,1
1,74,14,0,4,1,1,0,0,0.5,0.5,0,0
1,61,9,0,5,NA,NA,0,0,1,1,NA,NA
1,18,9,1,8,NA,NA,1,0,0.25,0,NA,NA
0,50,11,0,8,NA,1,0,0,0.5,1,NA,0
1,32,9,0,10,1,NA,0,0,1,1,0,NA
1,56,13,0,6,1,0,0,0,0.75,0.5,0,1
0,24,8,1,8,0,NA,0,0,1,0,1,NA
0,36,12,0,6,NA,NA,0,0,0.75,1,NA,NA
0,68,9,0,5,1,1,1,0,0.5,1,0,0
0,55,10,0,5,NA,NA,0,0,0.5,1,NA,NA
0,33,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,26,16,0,6,0,0,0,0,0.5,0,1,1
1,45,10,0,4,1,1,0,0,0,0.5,0,0
0,37,10,0,5,NA,NA,0,0,0.5,1,NA,NA
1,60,16,0,9,0,0,0,0,0.25,0.5,1,1
1,18,8,0,10,NA,NA,0,0,0,0.5,NA,NA
0,64,10,0,6,0,0,0,0,0.75,1,1,1
0,25,10,0,3,NA,1,0,0,0.5,0.5,NA,0
0,72,14,0,1,1,1,0,0,0.25,1,0,0
0,32,14,0,5,0,1,0,0,0.5,0.5,1,0
0,34,12,0,7,NA,0,0,0,0.75,1,NA,1
1,72,15,0,8,0,0,0,0,0.5,0.5,1,1
1,37,14,0,6,0,0,0,0,0.75,0.5,1,1
1,68,10,0,3,1,1,0,0,0,1,0,0
0,31,14,0,2,1,1,0,0,0.5,0.5,0,0
1,66,10,0,8,0,NA,0,0,1,1,1,NA
0,60,13,0,6,1,0,1,0,0.5,0.5,0,1
1,51,11,0,5,1,NA,0,0,0.5,1,0,NA
0,38,10,0,6,1,NA,0,0,0.75,1,0,NA
0,24,11,0,5,0,NA,0,0,1,1,1,NA
0,63,9,0,6,0,0,0,0,1,1,1,1
1,58,9,0,5,1,NA,1,0,0.75,1,0,NA
1,32,10,0,5,0,0,0,0,0.25,1,1,1
1,36,14,0,10,0,0,1,0,1,0,1,1
0,39,14,0,6,0,0,0,0,1,0,1,1
0,64,10,0,6,0,NA,1,0,0.75,1,1,NA
1,44,11,0,5,1,NA,0,0,1,1,0,NA
0,29,13,0,7,0,NA,0,0,0.25,0.5,1,NA
0,41,14,0,9,0,0,1,0,1,1,1,1
0,30,9,0,5,NA,NA,0,0,0.25,0.5,NA,NA
1,56,13,0,3,1,1,0,0,0.25,0.5,0,0
0,39,14,0,3,1,1,0,0,0.75,1,0,0
1,70,13,0,5,1,0,0,0,0.5,1,0,1
1,19,9,0,8,NA,0,1,0,0.5,0,NA,1
1,41,9,0,6,NA,NA,0,0,0.5,1,NA,NA
0,21,10,0,5,NA,1,0,0,0.25,0.5,NA,0
0,37,9,1,2,1,1,0,0,0.5,1,0,0
0,25,14,0,6,1,1,1,0,0.5,1,0,0
1,18,7,0,5,0,NA,0,0,0.75,0.5,1,NA
0,68,10,0,7,1,1,0,0,0.75,1,0,0
1,25,13,0,2,1,NA,1,0,0.25,0.5,0,NA
0,30,14,0,5,1,NA,0,0,0.5,1,0,NA
0,62,9,0,5,0,1,0,0,0.75,1,1,0
1,20,9,0,8,NA,1,0,0,0.5,0,NA,0
0,56,14,0,1,1,1,0,0,0,1,0,0
1,51,9,0,5,1,NA,0,0,1,1,0,NA
1,55,12,0,8,NA,0,1,0,0.75,1,NA,1
1,24,14,0,5,0,1,0,0,0.25,0.5,1,0
0,44,9,0,7,NA,NA,0,0,1,1,NA,NA
1,49,13,0,10,0,0,1,0,0.5,0.5,1,1
1,27,10,0,10,NA,1,0,0,0.5,1,NA,0
0,60,10,1,7,NA,0,1,0,0.25,0.5,NA,1
0,67,10,1,8,NA,NA,0,0,1,1,NA,NA
1,35,10,0,5,1,0,0,0,1,1,0,1
1,45,10,1,4,1,1,0,0,0.5,1,0,0
1,74,10,0,7,1,NA,0,0,0.75,1,0,NA
1,39,14,0,5,1,NA,0,0,0.5,0.5,0,NA
1,37,9,0,3,NA,NA,0,0,0.5,1,NA,NA
1,32,10,0,8,1,1,0,0,0.5,1,0,0
0,58,14,0,0,1,1,0,0,0.5,1,0,0
1,28,10,0,10,1,NA,0,0,1,0,0,NA
0,31,14,0,7,1,1,0,0,0.5,1,0,0
0,39,13,0,7,NA,0,0,0,0.5,0,NA,1
1,18,9,0,9,NA,NA,0,0,0.75,1,NA,NA
0,45,16,0,7,NA,NA,0,0,1,0.5,NA,NA
1,NA,9,0,6,1,NA,0,0,0.75,0.5,0,NA
1,NA,8,0,3,0,0,0,0,0.5,0.5,1,1
1,56,10,0,5,0,0,1,0,1,1,1,1
0,40,10,0,2,1,1,0,0,0.5,1,0,0
0,42,13,0,1,1,NA,0,0,0,0.5,0,NA
1,63,13,0,5,1,1,0,0,0.5,0.5,0,0
0,29,13,0,7,1,1,0,0,0.5,0.5,0,0
1,55,13,1,5,1,1,0,0,0.75,0.5,0,0
0,73,14,0,8,0,0,0,0,1,1,1,1
1,55,9,0,10,NA,NA,0,0,0.5,1,NA,NA
1,45,13,0,0,1,1,0,0,0.5,1,0,0
0,90,14,0,3,1,1,1,0,0.25,1,0,0
1,48,14,0,5,NA,0,0,0,0.5,0.5,NA,1
0,49,13,0,7,NA,1,1,0,1,0.5,NA,0
0,59,10,0,8,0,0,0,0,0.75,0.5,1,1
1,28,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,61,9,0,6,NA,0,0,0,1,1,NA,1
0,31,10,0,10,1,1,0,0,0.5,1,0,0
0,22,8,0,NA,0,0,0,0,0.75,1,1,1
0,27,13,0,2,1,1,0,0,0.25,0.5,0,0
1,32,10,0,9,NA,0,0,0,1,1,NA,1
1,45,10,0,6,1,0,0,1,1,0.5,0,1
0,47,10,0,5,NA,0,0,0,1,1,NA,1
1,NA,9,0,10,0,0,0,0,1,0.5,1,1
1,24,13,1,7,NA,0,0,0,0.5,1,NA,1
0,20,10,0,6,NA,NA,0,0,0.5,1,NA,NA
1,26,11,0,5,1,NA,0,0,0,0.5,0,NA
0,74,10,0,5,1,1,0,0,0.75,1,0,0
0,78,14,0,5,1,1,0,0,0.75,1,0,0
0,76,9,0,7,1,0,1,0,0.5,1,0,1
1,66,13,0,4,1,0,0,0,0.5,0.5,0,1
0,52,13,0,8,0,0,0,0,0.5,1,1,1
1,78,6,0,10,NA,NA,1,0,1,1,NA,NA
0,67,14,0,5,1,1,0,0,1,1,0,0
0,63,11,0,8,NA,NA,0,1,1,1,NA,NA
0,71,13,0,NA,NA,NA,0,0,0.75,1,NA,NA
1,35,5,0,5,NA,NA,0,0,0.75,1,NA,NA
0,68,9,0,7,0,0,0,0,1,1,1,1
1,66,9,0,7,1,NA,0,0,0.5,0.5,0,NA
1,19,8,1,6,NA,1,0,0,0,1,NA,0
1,47,5,0,10,NA,NA,0,0,0.5,1,NA,NA
0,30,NA,0,7,NA,1,0,0,0,0.5,NA,0
1,45,13,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,52,11,0,8,1,1,0,0,0.5,1,0,0
1,78,15,0,8,0,0,1,0,0.5,0.5,1,1
0,59,9,0,10,0,0,1,0,0.75,1,1,1
1,47,13,0,9,1,NA,1,0,0.75,1,0,NA
1,NA,9,0,5,NA,NA,0,0,1,1,NA,NA
0,66,13,0,1,1,1,0,0,0.25,0.5,0,0
1,32,13,0,2,1,1,0,0,0,0.5,0,0
1,69,13,0,5,1,0,1,0,0.5,1,0,1
0,23,10,0,NA,NA,NA,0,0,0.5,1,NA,NA
1,60,14,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,41,14,0,6,1,1,0,0,1,1,0,0
1,53,10,0,5,NA,NA,1,0,0.5,0.5,NA,NA
1,86,7,0,5,1,1,0,0,0.5,1,0,0
0,24,13,0,7,NA,0,0,0,0.5,1,NA,1
0,62,14,1,1,1,1,0,0,0.5,1,0,0
0,43,10,0,5,NA,NA,0,0,0.75,0,NA,NA
1,73,13,0,10,0,0,0,0,1,1,1,1
0,20,10,0,2,NA,1,0,0,0.25,1,NA,0
1,30,11,0,10,NA,1,1,0,0.5,0.5,NA,0
0,27,13,0,6,1,0,0,0,0.75,0,0,1
1,26,13,1,3,1,1,0,0,0.25,1,0,0
1,48,12,0,10,NA,0,0,0,1,1,NA,1
0,48,13,0,3,1,1,0,0,0,0.5,0,0
0,68,14,0,3,1,0,0,1,1,1,0,1
1,29,13,0,8,0,0,0,0,0.5,0.5,1,1
1,84,13,0,5,1,1,0,0,0.25,0.5,0,0
0,56,13,0,5,NA,0,1,0,1,1,NA,1
0,58,13,0,2,1,1,0,0,0.25,1,0,0
1,34,5,0,4,1,1,0,0,0.5,1,0,0
1,57,11,0,5,1,1,0,0,0.25,1,0,0
1,36,11,0,3,NA,NA,0,0,0.25,1,NA,NA
1,61,10,0,5,0,0,0,0,1,1,1,1
1,49,11,0,5,NA,0,0,0,1,0.5,NA,1
0,26,10,0,10,1,NA,0,0,0,0,0,NA
0,54,13,0,4,1,1,0,0,0.5,1,0,0
0,31,15,0,5,0,1,1,0,0.25,0,1,0
0,27,10,1,6,1,1,0,0,0.5,1,0,0
1,73,9,0,7,NA,0,0,0,1,1,NA,1
0,50,14,1,2,0,0,0,0,1,0.5,1,1
1,51,9,1,1,NA,1,0,0,0.25,1,NA,0
0,78,13,0,4,1,1,0,0,0.5,0.5,0,0
1,38,14,0,7,1,0,0,0,1,0.5,0,1
0,55,13,0,5,0,0,0,0,0.5,1,1,1
1,53,10,0,4,NA,0,1,0,1,0.5,NA,1
0,45,9,0,10,NA,NA,1,0,1,0,NA,NA
0,40,12,0,5,1,0,0,0,1,1,0,1
1,67,16,0,5,0,0,1,0,0.75,0.5,1,1
0,21,9,0,2,NA,NA,0,0,0.5,1,NA,NA
1,41,12,0,8,0,0,0,0,0.75,1,1,1
1,NA,11,0,8,NA,0,0,0,0.5,1,NA,1
1,27,10,0,3,1,1,0,0,0.5,1,0,0
1,53,10,0,7,NA,NA,1,0,1,0.5,NA,NA
0,30,10,0,5,1,0,0,0,0.5,1,0,1
1,61,9,0,10,1,1,0,0,0.5,1,0,0
1,66,9,0,9,0,0,0,0,1,0.5,1,1
1,35,13,0,8,0,0,1,0,1,1,1,1
0,55,13,0,4,NA,NA,0,0,0.5,0.5,NA,NA
0,52,14,0,3,1,1,0,0,0.5,1,0,0
1,70,13,0,8,0,0,1,0,0.5,0.5,1,1
0,27,9,1,6,1,NA,0,0,0.5,1,0,NA
1,80,13,0,2,1,1,0,0,0.5,1,0,0
1,66,15,0,3,NA,1,1,0,0.5,0.5,NA,0
0,29,10,0,5,0,0,1,0,0.75,1,1,1
1,33,13,0,0,1,1,0,0,0,0.5,0,0
0,60,13,0,NA,0,0,0,0,0.75,1,1,1
1,61,13,0,6,0,NA,0,0,0.75,0.5,1,NA
1,59,13,0,5,NA,NA,0,0,1,1,NA,NA
1,82,9,0,5,1,NA,0,0,0.5,0.5,0,NA
0,25,14,0,5,1,1,0,0,0.5,0.5,0,0
1,59,13,0,6,0,0,0,0,1,0.5,1,1
1,22,13,0,2,1,1,0,0,0.25,0.5,0,0
1,50,10,0,5,0,0,0,0,0.75,0.5,1,1
0,45,9,0,6,NA,NA,0,0,1,1,NA,NA
0,51,13,0,5,1,1,1,0,1,1,0,0
0,63,12,0,2,1,NA,0,0,0.5,1,0,NA
0,52,13,0,4,0,NA,0,0,0.75,0.5,1,NA
0,18,7,0,10,NA,NA,0,0,0.25,0,NA,NA
0,75,10,0,9,0,0,0,0,1,1,1,1
1,68,12,0,5,0,NA,0,0,0.75,1,1,NA
1,56,13,0,3,1,1,1,0,0.25,0,0,0
1,48,13,0,7,0,0,0,0,0.75,0.5,1,1
1,19,10,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,65,13,0,5,0,1,0,0,0.5,0.5,1,0
1,47,14,0,9,NA,NA,0,0,1,0.5,NA,NA
0,56,13,0,6,1,1,0,0,0.75,1,0,0
0,71,13,0,8,0,0,1,0,1,1,1,1
0,33,15,0,7,0,0,1,0,0.75,1,1,1
1,69,12,0,10,0,0,1,0,0.5,1,1,1
1,62,16,0,3,1,1,0,0,0.5,1,0,0
0,62,10,0,8,0,0,0,0,1,0.5,1,1
1,64,11,0,5,1,1,0,0,1,1,0,0
1,54,10,0,6,1,1,1,0,0.75,0.5,0,0
1,60,14,0,2,1,1,0,0,0.25,0.5,0,0
0,NA,10,0,5,1,1,1,0,0.5,0.5,0,0
0,37,14,0,5,1,1,0,0,0.25,1,0,0
0,22,10,0,3,1,1,0,0,0.25,1,0,0
1,75,13,0,5,1,1,1,0,0.5,1,0,0
1,73,10,0,8,0,0,0,0,0.5,1,1,1
0,69,13,0,3,1,NA,0,0,0.5,0.5,0,NA
0,37,14,1,7,NA,NA,0,0,0.25,1,NA,NA
1,58,14,0,6,0,1,1,0,0.5,0.5,1,0
1,53,13,0,10,0,0,0,1,1,0,1,1
0,28,14,0,5,1,1,0,0,0.5,0.5,0,0
1,72,16,0,5,1,1,0,0,0.5,1,0,0
0,27,10,0,6,0,0,0,0,0.75,1,1,1
0,36,14,0,0,1,1,0,0,0,1,0,0
0,83,10,0,10,NA,1,1,0,0.5,0,NA,0
1,32,13,1,7,NA,NA,1,0,0.5,0.5,NA,NA
1,78,16,0,5,0,0,0,0,0.25,0,1,1
1,82,9,0,9,NA,0,0,0,1,0,NA,1
0,90,9,0,5,1,1,1,0,0.5,0.5,0,0
0,44,12,0,5,1,0,1,0,0.5,0.5,0,1
1,66,14,0,5,1,1,0,0,0.25,0.5,0,0
0,49,9,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,50,10,0,5,0,0,0,0,1,0.5,1,1
0,36,11,0,5,0,NA,0,0,0.75,1,1,NA
1,90,4,0,9,0,0,0,0,1,0.5,1,1
1,35,13,0,8,NA,NA,0,0,0,1,NA,NA
0,39,14,0,2,1,1,0,0,0,0.5,0,0
1,27,9,0,2,1,NA,0,0,1,1,0,NA
0,22,9,0,0,NA,1,0,0,0.75,1,NA,0
1,35,9,0,8,0,0,0,0,1,1,1,1
0,60,13,1,1,1,1,0,0,0.25,0.5,0,0
0,70,10,0,8,1,1,0,0,0.75,1,0,0
1,22,10,0,5,NA,NA,0,0,0.75,1,NA,NA
0,31,10,0,3,NA,1,0,0,0.25,0.5,NA,0
0,56,16,1,8,NA,NA,0,0,1,1,NA,NA
1,33,10,0,5,1,NA,0,1,0.5,0.5,0,NA
0,56,11,0,5,1,1,0,0,1,1,0,0
0,20,9,0,3,NA,1,0,0,0.25,0.5,NA,0
1,27,9,0,0,NA,NA,0,0,0.25,1,NA,NA
0,48,14,1,3,1,1,1,0,0.5,0.5,0,0
1,27,8,0,10,1,1,0,0,0.5,0.5,0,0
1,26,13,0,6,0,NA,1,0,0.25,0.5,1,NA
0,81,9,0,5,0,0,0,0,0.5,0.5,1,1
0,60,10,1,2,1,1,1,0,0.5,1,0,0
0,89,10,0,5,1,NA,0,0,1,0.5,0,NA
0,74,NA,0,9,0,0,0,0,1,0,1,1
1,64,10,0,5,0,1,0,0,0.5,1,1,0
0,45,10,0,6,0,0,0,0,1,1,1,1
1,81,13,0,8,0,0,0,0,0.5,0.5,1,1
1,22,12,0,0,NA,NA,0,0,0,1,NA,NA
0,71,10,0,10,1,1,0,0,0.75,1,0,0
1,66,9,0,5,NA,NA,0,0,0.75,1,NA,NA
0,56,9,0,9,0,0,1,0,1,0.5,1,1
0,66,13,0,8,0,0,0,0,0.5,1,1,1
0,57,16,0,5,1,NA,0,0,0.75,0.5,0,NA
0,77,6,0,10,1,0,0,0,1,1,0,1
0,30,14,0,7,0,0,1,0,1,1,1,1
1,50,10,0,8,NA,NA,1,0,1,1,NA,NA
0,25,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,64,10,0,4,0,0,0,0,0.5,1,1,1
1,NA,14,0,4,1,1,0,0,0.5,0,0,0
1,37,10,0,5,1,1,0,0,0.75,1,0,0
0,20,11,0,8,NA,0,0,0,1,1,NA,1
0,70,13,0,8,0,0,0,0,1,0.5,1,1
1,23,9,0,5,NA,NA,1,0,0.75,0.5,NA,NA
1,42,13,0,5,1,1,0,0,0.5,0.5,0,0
0,36,9,0,5,1,NA,0,0,0.5,0.5,0,NA
0,30,7,1,5,NA,NA,0,0,0.75,1,NA,NA
0,50,13,0,8,1,1,0,0,0.5,0.5,0,0
1,55,10,0,8,NA,NA,1,0,1,1,NA,NA
1,70,13,0,5,1,1,1,0,0.5,1,0,0
1,74,16,0,3,1,1,0,0,0.5,1,0,0
1,37,16,0,8,NA,1,1,0,0.25,0.5,NA,0
0,75,9,0,5,1,0,1,0,1,1,0,1
0,69,14,0,7,1,1,1,0,0.5,0.5,0,0
1,82,10,0,5,0,0,0,0,1,1,1,1
1,70,14,0,8,0,0,1,0,1,1,1,1
1,25,11,0,5,NA,NA,0,0,0.75,1,NA,NA
0,39,13,0,6,1,NA,0,0,0.25,0.5,0,NA
0,25,13,0,3,0,1,0,0,0.5,1,1,0
0,42,12,0,5,NA,0,0,0,1,1,NA,1
0,76,9,0,7,1,1,0,0,0.5,1,0,0
0,NA,10,0,7,0,0,0,0,0.75,0.5,1,1
0,63,14,0,5,1,1,0,0,1,0.5,0,0
1,43,4,0,5,NA,NA,0,0,0.75,1,NA,NA
0,68,9,0,5,NA,NA,0,0,1,1,NA,NA
1,65,14,0,5,0,NA,0,0,0.75,0.5,1,NA
1,87,9,0,8,0,0,1,0,0.75,0.5,1,1
1,45,13,0,6,0,0,0,0,0.75,0.5,1,1
1,34,13,0,3,1,1,0,0,0.5,1,0,0
1,43,10,0,5,NA,0,1,0,0.75,1,NA,1
0,55,14,0,1,1,1,0,0,0.5,0.5,0,0
0,65,9,0,5,1,0,0,0,1,1,0,1
1,40,11,0,8,0,0,0,0,1,0.5,1,1
0,25,14,0,9,0,0,0,1,1,0,1,1
1,62,15,0,3,0,0,0,0,0.5,0,1,1
0,60,13,0,5,1,1,0,0,0.5,1,0,0
0,53,9,0,4,1,NA,0,0,0.5,1,0,NA
1,49,9,0,5,NA,0,0,0,1,1,NA,1
0,34,9,0,9,1,1,0,0,0.5,1,0,0
0,42,NA,0,1,1,NA,0,0,0.25,1,0,NA
0,37,13,0,NA,1,1,0,0,0.5,1,0,0
0,54,13,0,6,0,0,0,0,0.25,0.5,1,1
1,29,13,0,1,NA,1,0,0,0.25,0.5,NA,0
1,70,11,0,9,NA,0,0,0,0,0.5,NA,1
1,20,10,0,4,NA,1,0,0,0.5,0.5,NA,0
0,48,13,0,8,0,0,0,0,1,0.5,1,1
1,58,10,0,9,0,0,0,0,0.5,0.5,1,1
1,61,15,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,90,10,0,9,0,0,0,0,0.5,1,1,1
1,88,13,0,5,0,0,0,0,0.75,0.5,1,1
1,32,13,0,2,1,1,0,0,0.25,1,0,0
1,28,13,0,8,0,0,0,0,1,0.5,1,1
1,NA,14,0,8,0,NA,0,0,0.5,0,1,NA
0,78,16,0,2,1,1,0,0,0.5,0.5,0,0
0,63,14,0,4,1,1,1,0,0.5,1,0,0
0,54,10,0,6,1,1,0,0,0,1,0,0
1,81,9,0,4,1,1,0,0,1,1,0,0
1,59,11,0,7,0,0,0,1,1,1,1,1
0,42,14,0,6,NA,NA,0,0,1,0.5,NA,NA
0,60,10,0,8,0,NA,0,0,0.75,1,1,NA
0,41,14,0,9,1,NA,1,0,0.5,0.5,0,NA
1,34,13,0,7,0,0,0,0,0.5,0.5,1,1
0,55,14,0,8,1,1,0,0,0.5,1,0,0
0,72,14,0,8,0,0,0,0,1,1,1,1
1,58,13,0,4,0,1,0,0,0.5,0.5,1,0
0,54,13,0,3,NA,1,0,0,0.5,1,NA,0
0,37,15,0,4,NA,NA,0,0,0.5,0.5,NA,NA
0,33,10,0,5,0,NA,0,0,0.75,0.5,1,NA
1,63,11,0,5,0,1,1,0,0.75,0,1,0
0,64,13,0,8,0,0,0,0,0.5,0.5,1,1
0,56,10,0,8,1,1,0,0,0.25,1,0,0
1,51,10,0,10,NA,0,1,0,1,1,NA,1
1,68,13,0,5,NA,1,0,0,1,0.5,NA,0
0,63,10,0,6,NA,1,1,0,0.5,1,NA,0
1,32,13,0,3,1,NA,0,0,0.25,1,0,NA
1,56,9,0,5,1,0,1,0,0.75,0.5,0,1
0,53,13,0,10,1,1,0,0,0.5,1,0,0
0,63,13,0,6,1,1,1,0,1,1,0,0
1,23,10,0,5,NA,NA,0,0,0.75,0.5,NA,NA
1,55,8,0,8,NA,NA,0,0,1,1,NA,NA
1,66,14,0,7,0,1,0,0,1,0.5,1,0
0,68,5,0,7,NA,0,0,0,1,1,NA,1
0,68,9,0,5,1,NA,0,0,0.5,1,0,NA
1,88,11,0,6,NA,NA,1,0,0.75,1,NA,NA
0,44,10,0,8,0,0,0,0,1,1,1,1
0,31,13,0,8,0,NA,0,0,0,0.5,1,NA
1,39,10,0,4,1,1,1,0,0.5,0.5,0,0
0,47,11,0,1,1,1,0,0,0.75,1,0,0
0,67,12,0,8,1,1,1,0,0.75,1,0,0
0,53,12,0,5,NA,NA,0,0,0.75,1,NA,NA
0,19,9,0,7,NA,NA,0,0,0.5,1,NA,NA
0,67,8,0,5,1,NA,1,0,0.75,1,0,NA
1,46,9,0,10,1,1,0,1,1,0.5,0,0
0,57,9,1,10,0,0,1,0,0.5,1,1,1
0,28,13,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,61,13,0,3,1,1,0,0,0.5,0.5,0,0
1,37,9,0,8,0,0,0,0,0.25,1,1,1
0,48,11,1,2,NA,NA,0,0,1,1,NA,NA
0,55,14,0,3,1,1,0,0,0.5,1,0,0
0,NA,10,0,9,0,0,0,0,0.5,0.5,1,1
1,41,11,1,5,NA,NA,0,0,0.5,1,NA,NA
1,32,14,0,6,0,0,1,0,0.5,0,1,1
1,60,6,1,NA,NA,NA,0,0,0.5,1,NA,NA
0,61,11,0,8,0,0,0,0,0.75,1,1,1
0,31,10,0,10,1,NA,0,0,0.5,1,0,NA
1,28,13,0,1,1,1,1,0,0.5,1,0,0
0,64,14,0,8,1,1,0,0,0.5,0.5,0,0
1,86,9,0,6,NA,NA,1,0,0.75,1,NA,NA
1,53,15,0,4,1,1,1,0,0,0.5,0,0
0,35,9,0,8,NA,0,1,0,1,1,NA,1
0,31,9,0,10,1,1,1,0,0.75,0.5,0,0
